Location,Unit,Disturbance,Transect,Plot,Spcode,Condition,DBH (cm)
Hogsback (Blueberry Mountain),12/2,C,5,45,FAGR,1,2.4
Hogsback (Blueberry Mountain),12/2,C,5,45,FAGR,1,2.3
Hogsback (Blueberry Mountain),12/2,C,5,45,FAGR,1,2.3
Hogsback (Blueberry Mountain),12/2,C,5,45,FAGR,1,2.1
Hogsback (Blueberry Mountain),12/2,C,5,45,ACRU,1,55.5
Hogsback (Blueberry Mountain),12/2,C,5,45,FAGR,1,8.3
Hogsback (Blueberry Mountain),12/2,C,5,45,BEAL,1,4.3
Hogsback (Blueberry Mountain),12/2,C,5,45,BEAL,1,3.7
Hogsback (Blueberry Mountain),12/2,C,5,5,TSCA,1,2.6
Hogsback (Blueberry Mountain),12/2,C,5,5,FAGR,1,2
Hogsback (Blueberry Mountain),12/2,C,5,5,FAGR,1,2.7
Hogsback (Blueberry Mountain),12/2,C,5,5,FAGR,1,2
Hogsback (Blueberry Mountain),12/2,C,5,5,FAGR,1,2.7
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,4.1
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,2.1
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,2.6
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,3.2
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,2.3
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,14.2
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,3.5
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,21.5
Hogsback (Blueberry Mountain),12/2,C,5,55,FAGR,1,4.4
Hogsback (Blueberry Mountain),12/2,C,5,65,FAGR,1,2
Hogsback (Blueberry Mountain),12/2,C,5,65,ACPE,1,7.1
Hogsback (Blueberry Mountain),12/2,C,5,75,ACPE,1,4.3
Hogsback (Blueberry Mountain),12/2,C,5,75,ACRU,1,5.2
Hogsback (Blueberry Mountain),12/2,C,5,75,ACRU,1,3.3
Hogsback (Blueberry Mountain),12/2,C,5,75,ACRU,1,3.8
Hogsback (Blueberry Mountain),12/2,C,5,75,ACRU,1,2.5
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,2.6
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,2.5
Hogsback (Blueberry Mountain),12/2,C,5,75,ACPE,1,2.5
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,2
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,2.9
Hogsback (Blueberry Mountain),12/2,C,5,75,FAGR,1,3.3
Hogsback (Blueberry Mountain),12/2,C,5,75,FAGR,1,3.5
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,16.7
Hogsback (Blueberry Mountain),12/2,C,5,75,BEAL,1,17.3
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,13.5
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,4.5
Hogsback (Blueberry Mountain),12/2,C,5,85,QURU,1,52.7
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,2.5
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,3.3
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,2
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,3
Hogsback (Blueberry Mountain),12/2,C,5,85,QURU,1,7.5
Hogsback (Blueberry Mountain),12/2,C,5,85,OSVI,1,8.2
Hogsback (Blueberry Mountain),12/2,C,5,85,OSVI,1,4.8
Hogsback (Blueberry Mountain),12/2,C,5,85,QURU,1,49.3
Hogsback (Blueberry Mountain),12/2,C,5,85,ACSA,1,15.3
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,20.5
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,14.8
Hogsback (Blueberry Mountain),12/2,C,5,85,FAGR,1,4.3
Hogsback (Blueberry Mountain),12/2,C,5,95,OSVI,1,8.3
Hogsback (Blueberry Mountain),12/2,C,5,95,OSVI,1,4.9
Hogsback (Blueberry Mountain),12/2,C,5,95,PRSE,1,4.9
Hogsback (Blueberry Mountain),12/2,C,5,95,OSVI,1,4.3
Hogsback (Blueberry Mountain),12/2,C,6,15,QURU,1,50.5
Hogsback (Blueberry Mountain),12/2,C,6,15,OSVI,1,16.2
Hogsback (Blueberry Mountain),12/2,C,6,15,OSVI,1,18.4
Hogsback (Blueberry Mountain),12/2,C,6,15,ACPE,1,6.1
Hogsback (Blueberry Mountain),12/2,C,6,15,FAGR,1,4.1
Hogsback (Blueberry Mountain),12/2,C,6,15,OSVI,1,19.7
Hogsback (Blueberry Mountain),12/2,C,6,25,OSVI,1,5.5
Hogsback (Blueberry Mountain),12/2,C,6,25,OSVI,1,16.4
Hogsback (Blueberry Mountain),12/2,C,6,25,FAGR,1,17.1
Hogsback (Blueberry Mountain),12/2,C,6,25,QURU,1,45.1
Hogsback (Blueberry Mountain),12/2,C,6,25,FAGR,1,4.3
Hogsback (Blueberry Mountain),12/2,C,6,25,OSVI,1,3.1
Hogsback (Blueberry Mountain),12/2,C,6,25,QURU,1,47.2
Hogsback (Blueberry Mountain),12/2,C,6,35,ACPE,1,13.2
Hogsback (Blueberry Mountain),12/2,C,6,35,ACPE,1,4.6
Hogsback (Blueberry Mountain),12/2,C,6,35,ACPE,1,8.4
Hogsback (Blueberry Mountain),12/2,C,6,35,FAGR,1,2.3
Hogsback (Blueberry Mountain),12/2,C,6,35,OSVI,1,14.7
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,4.9
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,6.8
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,15.4
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,5.9
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,3
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,0,13.2
Hogsback (Blueberry Mountain),12/2,C,6,45,FAGR,1,8.8
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,3.3
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,7.2
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,6
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,10
Hogsback (Blueberry Mountain),12/2,C,6,45,ACPE,1,13.7
Hogsback (Blueberry Mountain),12/2,C,6,45,PIRU,1,3.5
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,2.2
Hogsback (Blueberry Mountain),12/2,C,6,45,OSVI,1,6.5
Hogsback (Blueberry Mountain),12/2,C,6,5,BEAL,1,8.6
Hogsback (Blueberry Mountain),12/2,C,6,5,FAGR,1,4.3
Hogsback (Blueberry Mountain),12/2,C,6,5,QURU,1,50.3
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,8.4
Hogsback (Blueberry Mountain),12/2,C,6,5,FAGR,1,2
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,9.1
Hogsback (Blueberry Mountain),12/2,C,6,5,PIRU,1,3.8
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,8.7
Hogsback (Blueberry Mountain),12/2,C,6,5,FAGR,1,7.9
Hogsback (Blueberry Mountain),12/2,C,6,5,QURU,1,49.9
Hogsback (Blueberry Mountain),12/2,C,6,5,OSVI,1,3.7
Hogsback (Blueberry Mountain),12/2,C,6,5,FAGR,1,31.3
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,6.2
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,4
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,5.3
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,7.2
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,17.2
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,4.8
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,0,10.8
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,10.9
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,4.5
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,5
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,7.2
Hogsback (Blueberry Mountain),12/2,C,6,5,ACSA,1,4
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,6.8
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,9.6
Hogsback (Blueberry Mountain),12/2,C,6,5,ACPE,1,6.9
Hogsback (Blueberry Mountain),20/2,B,1,15,BEAL,0,35.8
Hogsback (Blueberry Mountain),20/2,B,1,15,ACSA,1,29.5
Hogsback (Blueberry Mountain),20/2,B,1,15,ACRU,0,33.4
Hogsback (Blueberry Mountain),20/2,B,1,15,PIRU,0,3.5
Hogsback (Blueberry Mountain),20/2,B,1,25,BEAL,0,12.2
Hogsback (Blueberry Mountain),20/2,B,1,25,ACRU,1,12.1
Hogsback (Blueberry Mountain),20/2,B,1,25,PIRU,0,4.5
Hogsback (Blueberry Mountain),20/2,B,1,25,PIRU,0,3.1
Hogsback (Blueberry Mountain),20/2,B,1,35,ACRU,1,26
Hogsback (Blueberry Mountain),20/2,B,1,35,FAGR,1,10.2
Hogsback (Blueberry Mountain),20/2,B,1,35,PIST,1,10.4
Hogsback (Blueberry Mountain),20/2,B,1,35,FAGR,1,6.7
Hogsback (Blueberry Mountain),20/2,B,1,35,ABBA,0,9
Hogsback (Blueberry Mountain),20/2,B,1,5,ACSA,1,19.6
Hogsback (Blueberry Mountain),20/2,B,1,5,ABBA,0,9.8
Hogsback (Blueberry Mountain),20/2,B,1,5,ABBA,0,8.7
Hogsback (Blueberry Mountain),20/2,B,1,5,ABBA,0,11.2
Hogsback (Blueberry Mountain),20/2,B,1,5,PIRU,0,4.5
Hogsback (Blueberry Mountain),20/2,B,1,5,ACRU,0,7
Hogsback (Blueberry Mountain),20/2,B,1,5,ACRU,1,50.9
Hogsback (Blueberry Mountain),20/2,B,1,5,ABBA,0,11.7
Hogsback (Blueberry Mountain),20/2,B,1,5,ACSA,0,2.6
Hogsback (Blueberry Mountain),20/2,B,1,55,ACSA,1,7
Hogsback (Blueberry Mountain),20/2,B,1,55,PIST,1,4
Hogsback (Blueberry Mountain),20/2,B,1,55,ACSA,1,15.6
Hogsback (Blueberry Mountain),20/2,B,1,55,BEAL,1,6.3
Hogsback (Blueberry Mountain),20/2,B,1,55,QURU,1,12.5
Hogsback (Blueberry Mountain),20/2,B,1,55,ACRU,1,27.7
Hogsback (Blueberry Mountain),20/2,B,1,55,FAGR,1,21
Hogsback (Blueberry Mountain),20/2,B,1,55,UNK,0,28.9
Hogsback (Blueberry Mountain),20/2,B,1,55,ACPE,1,2.5
Hogsback (Blueberry Mountain),20/2,B,1,55,ACPE,1,2
Hogsback (Blueberry Mountain),20/2,B,1,55,ACPE,1,2
Hogsback (Blueberry Mountain),20/2,B,1,55,BEAL,1,6.7
Hogsback (Blueberry Mountain),20/2,B,1,55,BEAL,1,2.7
Hogsback (Blueberry Mountain),20/2,B,1,65,BEAL,1,6.2
Hogsback (Blueberry Mountain),20/2,B,1,65,BEAL,0,10.5
Hogsback (Blueberry Mountain),20/2,B,1,75,BEAL,0,14.2
Hogsback (Blueberry Mountain),20/2,B,1,75,BEAL,0,6.7
Hogsback (Blueberry Mountain),20/2,B,1,75,ACSA,0,19.5
Hogsback (Blueberry Mountain),20/2,B,1,75,ACSA,1,20.9
Hogsback (Blueberry Mountain),20/2,B,1,75,BEAL,1,10.3
Hogsback (Blueberry Mountain),20/2,B,1,75,ACSA,1,7.1
Hogsback (Blueberry Mountain),20/2,B,1,75,BEAL,1,3.6
Hogsback (Blueberry Mountain),20/2,B,1,85,FRAM,1,15.2
Hogsback (Blueberry Mountain),20/2,B,1,85,BEAL,1,9.8
Hogsback (Blueberry Mountain),20/2,B,1,85,BEAL,1,2.2
Hogsback (Blueberry Mountain),20/2,B,1,85,QURU,1,17.3
Hogsback (Blueberry Mountain),20/2,B,1,95,QURU,1,60.6
Hogsback (Blueberry Mountain),20/2,B,1,95,ACRU,0,5.7
Hogsback (Blueberry Mountain),20/2,B,2,15,BEAL,1,2.3
Hogsback (Blueberry Mountain),20/2,B,2,15,BEAL,1,2
Hogsback (Blueberry Mountain),20/2,B,2,15,BEPA,1,2.2
Hogsback (Blueberry Mountain),20/2,B,2,15,FAGR,1,7.1
Hogsback (Blueberry Mountain),20/2,B,2,25,QURU,1,41.4
Hogsback (Blueberry Mountain),20/2,B,2,25,ACSA,1,16.2
Hogsback (Blueberry Mountain),20/2,B,2,25,FAGR,1,2.3
Hogsback (Blueberry Mountain),20/2,B,2,25,FAGR,1,2.4
Hogsback (Blueberry Mountain),20/2,B,2,25,QURU,1,46.2
Hogsback (Blueberry Mountain),20/2,B,2,35,ACSA,1,29.4
Hogsback (Blueberry Mountain),20/2,B,2,35,FAGR,0,26.2
Hogsback (Blueberry Mountain),20/2,B,2,45,FAGR,0,33.1
Hogsback (Blueberry Mountain),20/2,B,2,45,ACRU,0,21.5
Hogsback (Blueberry Mountain),20/2,B,2,5,QURU,1,66.9
Hogsback (Blueberry Mountain),20/2,B,3,25,BEAL,1,2
Hogsback (Blueberry Mountain),20/2,B,3,25,ACRU,1,30.3
Hogsback (Blueberry Mountain),20/2,B,3,25,ACRU,1,30.2
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,39.7
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,2.4
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,2.9
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,3
Hogsback (Blueberry Mountain),20/2,B,3,35,ACRU,1,40.3
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,2.6
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,4.9
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,2.5
Hogsback (Blueberry Mountain),20/2,B,3,35,FAGR,1,3.9
Hogsback (Blueberry Mountain),20/2,B,3,35,PIST,1,7.9
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,3.2
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,45,PRPE,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.8
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,3
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.5
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.4
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.2
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,2.9
Hogsback (Blueberry Mountain),20/2,B,3,45,FAGR,1,4.2
Hogsback (Blueberry Mountain),20/2,B,3,45,PRPE,1,3.1
Hogsback (Blueberry Mountain),20/2,B,3,45,ACRU,1,29.1
Hogsback (Blueberry Mountain),20/2,B,3,5,ACSA,0,12.7
Hogsback (Blueberry Mountain),20/2,B,3,5,ACRU,1,27.9
Hogsback (Blueberry Mountain),20/2,B,3,5,ACSA,1,12.1
Hogsback (Blueberry Mountain),20/2,B,3,5,ACRU,1,43
Hogsback (Blueberry Mountain),20/2,B,3,55,ACRU,1,49.2
Hogsback (Blueberry Mountain),20/2,B,3,55,ACSA,1,16.5
Hogsback (Blueberry Mountain),20/2,B,3,55,ACSA,0,14.5
Hogsback (Blueberry Mountain),20/2,B,3,65,BEAL,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,65,BEAL,1,2.2
Hogsback (Blueberry Mountain),20/2,B,3,65,BEAL,1,2.1
Hogsback (Blueberry Mountain),20/2,B,3,75,POTR,1,2.4
Hogsback (Blueberry Mountain),20/2,B,3,75,POTR,1,3.4
Hogsback (Blueberry Mountain),20/2,B,4,15,QURU,1,37.9
Hogsback (Blueberry Mountain),20/2,B,4,15,FAGR,0,40.6
Hogsback (Blueberry Mountain),20/2,B,4,15,FAGR,0,14.9
Hogsback (Blueberry Mountain),20/2,B,4,15,QURU,1,50
Hogsback (Blueberry Mountain),20/2,B,4,25,FAGR,0,36.3
Hogsback (Blueberry Mountain),20/2,B,4,25,FAGR,0,35.4
Hogsback (Blueberry Mountain),20/2,B,4,25,BEPA,1,3.2
Hogsback (Blueberry Mountain),20/2,B,4,35,ACRU,0,32.5
Hogsback (Blueberry Mountain),20/2,B,4,45,QURU,1,55.9
Hogsback (Blueberry Mountain),20/2,B,4,45,BEPA,1,2.2
Hogsback (Blueberry Mountain),20/2,B,4,5,QURU,1,44.8
Hogsback (Blueberry Mountain),20/2,B,4,55,FAGR,1,3.4
Hogsback (Blueberry Mountain),20/3,B,4,55,FAGR,1,27.6
Hogsback (Blueberry Mountain),20/4,B,4,55,ACRU,1,36.1
Hogsback (Blueberry Mountain),20/2,B,4,75,FAGR,0,25.6
Hogsback (Blueberry Mountain),28/2,B,1,15,QURU,1,39
Hogsback (Blueberry Mountain),28/2,B,1,15,QURU,1,47.2
Hogsback (Blueberry Mountain),28/2,B,1,25,QURU,1,38.9
Hogsback (Blueberry Mountain),28/2,B,1,25,QURU,1,46
Hogsback (Blueberry Mountain),28/2,B,1,35,ACSA,0,8.8
Hogsback (Blueberry Mountain),28/2,B,1,45,QURU,1,50.6
Hogsback (Blueberry Mountain),28/2,B,1,45,QURU,1,58
Hogsback (Blueberry Mountain),28/2,B,1,45,QURU,1,47.8
Hogsback (Blueberry Mountain),28/2,B,1,45,QURU,1,49.3
Hogsback (Blueberry Mountain),28/2,B,1,5,QURU,1,20.4
Hogsback (Blueberry Mountain),28/2,B,1,5,PIST,1,59.9
Hogsback (Blueberry Mountain),28/2,B,1,5,UNK,0,7.7
Hogsback (Blueberry Mountain),28/2,B,1,55,QURU,1,49.5
Hogsback (Blueberry Mountain),28/2,B,1,65,BEAL,1,3.6
Hogsback (Blueberry Mountain),28/2,B,1,65,ACRU,0,31.2
Hogsback (Blueberry Mountain),28/2,B,1,65,QURU,0,37.6
Hogsback (Blueberry Mountain),28/2,B,1,75,QURU,1,50.4
Hogsback (Blueberry Mountain),28/2,B,1,75,QURU,0,37.3
Hogsback (Blueberry Mountain),28/2,B,1,75,QURU,0,49
Hogsback (Blueberry Mountain),28/2,B,1,85,FAGR,0,19.5
Hogsback (Blueberry Mountain),28/2,B,2,15,QURU,1,51.8
Hogsback (Blueberry Mountain),28/2,B,2,15,BEAL,0,7.5
Hogsback (Blueberry Mountain),28/2,B,2,25,QURU,1,48.3
Hogsback (Blueberry Mountain),28/2,B,2,35,QURU,1,55.6
Hogsback (Blueberry Mountain),28/2,B,2,35,QURU,1,49.5
Hogsback (Blueberry Mountain),28/2,B,2,5,ACRU,0,6.8
Hogsback (Blueberry Mountain),28/2,B,2,55,QURU,1,47.5
Hogsback (Blueberry Mountain),28/2,B,2,65,QURU,1,44.9
Hogsback (Blueberry Mountain),28/2,B,2,75,QURU,1,42.4
Hogsback (Blueberry Mountain),28/2,B,2,85,QURU,1,39.9
Hogsback (Blueberry Mountain),28/2,B,2,85,QURU,1,63.8
Hogsback (Blueberry Mountain),28/2,B,2,85,FAGR,0,18.7
Hogsback (Blueberry Mountain),28/2,B,2,85,QURU,1,48.4
Hogsback (Blueberry Mountain),28/2,B,2,85,QURU,1,47.4
Hogsback (Blueberry Mountain),28/2,B,2,95,QURU,1,51.1
Hogsback (Blueberry Mountain),28/2,B,2,95,QURU,1,45.2
Hogsback (Blueberry Mountain),28/2,B,3,15,UNK,0,18.3
Hogsback (Blueberry Mountain),28/2,B,3,25,ACRU,1,13.1
Hogsback (Blueberry Mountain),28/2,B,3,45,QURU,1,55.8
Hogsback (Blueberry Mountain),28/2,B,3,5,ACRU,1,21.7
Hogsback (Blueberry Mountain),28/2,B,3,5,QURU,1,54.5
Hogsback (Blueberry Mountain),28/2,B,3,5,ACRU,0,3.9
Hogsback (Blueberry Mountain),28/2,B,3,5,ACRU,1,11.8
Hogsback (Blueberry Mountain),28/2,B,3,5,UNK,0,29.3
Hogsback (Blueberry Mountain),28/2,B,3,5,ACSA,1,10.4
Hogsback (Blueberry Mountain),28/2,B,3,5,QURU,1,53.3
Hogsback (Blueberry Mountain),28/2,B,3,65,FAGR,0,14
Hogsback (Blueberry Mountain),28/2,B,3,65,QURU,1,66.4
Hogsback (Blueberry Mountain),28/2,B,3,75,QURU,1,45.4
Hogsback (Blueberry Mountain),28/2,B,3,85,QURU,1,59.6
Hogsback (Blueberry Mountain),28/2,B,3,85,BEAL,1,4.9
Hogsback (Blueberry Mountain),28/2,B,3,95,BEAL,1,51.1
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.3
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,3.3
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,3
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.3
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.1
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,3
Hogsback (Blueberry Mountain),3/1,C,1,15,OSVI,1,17.1
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.4
Hogsback (Blueberry Mountain),3/1,C,1,15,OSVI,1,7.9
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,3.5
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.7
Hogsback (Blueberry Mountain),3/1,C,1,15,OSVI,1,6.3
Hogsback (Blueberry Mountain),3/1,C,1,15,FAGR,1,2.1
Hogsback (Blueberry Mountain),3/1,C,1,15,OSVI,1,3.8
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,6.4
Hogsback (Blueberry Mountain),3/1,C,1,25,ACRU,1,41.3
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,6.9
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,5.9
Hogsback (Blueberry Mountain),3/1,C,1,25,FAGR,1,3.4
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,5.8
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,25,QURU,1,49.3
Hogsback (Blueberry Mountain),3/1,C,1,25,QURU,1,44.6
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,4.2
Hogsback (Blueberry Mountain),3/1,C,1,25,ACRU,1,37.9
Hogsback (Blueberry Mountain),3/1,C,1,25,ACPE,1,3.5
Hogsback (Blueberry Mountain),3/1,C,1,25,ACPE,1,4.7
Hogsback (Blueberry Mountain),3/1,C,1,25,ACPE,1,3.1
Hogsback (Blueberry Mountain),3/1,C,1,25,BEAL,0,3.5
Hogsback (Blueberry Mountain),3/1,C,1,25,BEAL,1,2.7
Hogsback (Blueberry Mountain),3/1,C,1,25,OSVI,1,3.1
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,4.7
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.8
Hogsback (Blueberry Mountain),3/1,C,1,35,ACPE,1,3.3
Hogsback (Blueberry Mountain),3/1,C,1,35,ACPE,1,7
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,3
Hogsback (Blueberry Mountain),3/1,C,1,35,OSVI,1,2
Hogsback (Blueberry Mountain),3/1,C,1,35,ACSA,1,5.1
Hogsback (Blueberry Mountain),3/1,C,1,35,ACSA,1,43.3
Hogsback (Blueberry Mountain),3/1,C,1,35,ACPE,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,35,ACPE,1,2.6
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2
Hogsback (Blueberry Mountain),3/1,C,1,35,FAGR,1,3
Hogsback (Blueberry Mountain),3/1,C,1,35,FAGR,1,2.8
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,3.4
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.1
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2
Hogsback (Blueberry Mountain),3/1,C,1,35,FAGR,1,3
Hogsback (Blueberry Mountain),3/1,C,1,35,FAGR,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,3.8
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,35,BEAL,1,2.2
Hogsback (Blueberry Mountain),3/1,C,1,35,OSVI,1,2.7
Hogsback (Blueberry Mountain),3/1,C,1,35,OSVI,1,6.5
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,8.2
Hogsback (Blueberry Mountain),3/1,C,1,45,FAGR,1,2.8
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,2
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,2.1
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,2.6
Hogsback (Blueberry Mountain),3/1,C,1,45,FAGR,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,4
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,45,ACSA,1,44.5
Hogsback (Blueberry Mountain),3/1,C,1,45,ACSA,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,4.7
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,3.2
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,2.5
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,5.9
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,3.5
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,5.5
Hogsback (Blueberry Mountain),3/1,C,1,45,BEAL,1,3.4
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,4
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,5.5
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,2.7
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,5.5
Hogsback (Blueberry Mountain),3/1,C,1,45,ACPE,1,2.3
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,3.4
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,7.5
Hogsback (Blueberry Mountain),3/1,C,1,45,FAGR,1,2.9
Hogsback (Blueberry Mountain),3/1,C,1,45,OSVI,1,8.1
Hogsback (Blueberry Mountain),3/1,C,1,5,ACPE,1,3.6
Hogsback (Blueberry Mountain),3/1,C,1,5,ACRU,1,13.1
Hogsback (Blueberry Mountain),3/1,C,1,5,ACSA,1,4.1
Hogsback (Blueberry Mountain),3/1,C,1,5,BEAL,1,7.1
Hogsback (Blueberry Mountain),3/1,C,1,5,OSVI,1,2.9
