Location,Unit,Disturbance,Transect,Plot,Spcode,Condition,DBH (cm)
Crawford Notch State Park,NA,B,2,25,FAGR,0,10.6
Crawford Notch State Park,NA,B,2,25,FAGR,0,2.1
Crawford Notch State Park,NA,B,2,25,FAGR,0,7.2
Crawford Notch State Park,NA,B,2,25,FAGR,0,2.7
Crawford Notch State Park,NA,B,2,25,UNK,0,26.9
Crawford Notch State Park,NA,B,2,25,FAGR,1,14.1
Crawford Notch State Park,NA,B,2,35,ACSA,0,9.3
Crawford Notch State Park,NA,B,2,35,FAGR,0,4
Crawford Notch State Park,NA,B,2,35,FAGR,0,3.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,3.2
Crawford Notch State Park,NA,B,2,35,FAGR,0,21.8
Crawford Notch State Park,NA,B,2,35,FAGR,0,6.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,2.8
Crawford Notch State Park,NA,B,2,35,FAGR,0,4.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,11.9
Crawford Notch State Park,NA,B,2,35,FAGR,0,5.8
Crawford Notch State Park,NA,B,2,35,FAGR,0,5.5
Crawford Notch State Park,NA,B,2,35,FAGR,0,2
Crawford Notch State Park,NA,B,2,35,FAGR,0,3.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,4.4
Crawford Notch State Park,NA,B,2,35,FAGR,0,27.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,23.7
Crawford Notch State Park,NA,B,2,35,FAGR,0,4.5
Crawford Notch State Park,NA,B,2,35,FAGR,0,4
Crawford Notch State Park,NA,B,2,35,FAGR,0,12.2
Crawford Notch State Park,NA,B,2,35,FAGR,0,5.2
Crawford Notch State Park,NA,B,2,35,FAGR,0,3.8
Crawford Notch State Park,NA,B,2,35,FAGR,0,7.1
Crawford Notch State Park,NA,B,2,35,FAGR,0,8.6
Crawford Notch State Park,NA,B,2,45,FAGR,0,2.6
Crawford Notch State Park,NA,B,2,45,QURU,1,49.5
Crawford Notch State Park,NA,B,2,45,FAGR,0,4.8
Crawford Notch State Park,NA,B,2,45,FAGR,0,5.9
Crawford Notch State Park,NA,B,2,45,FAGR,0,4.2
Crawford Notch State Park,NA,B,2,45,ACPE,0,3.3
Crawford Notch State Park,NA,B,2,45,ACPE,0,3
Crawford Notch State Park,NA,B,2,45,ACPE,0,5.5
Crawford Notch State Park,NA,B,2,45,ACPE,0,4
Crawford Notch State Park,NA,B,2,45,ACSA,0,4
Crawford Notch State Park,NA,B,2,45,ACPE,0,2.3
Crawford Notch State Park,NA,B,2,5,FAGR,0,18.3
Crawford Notch State Park,NA,B,2,5,FAGR,0,11.4
Crawford Notch State Park,NA,B,2,5,FAGR,0,10.5
Crawford Notch State Park,NA,B,2,5,FAGR,0,23.3
Crawford Notch State Park,NA,B,2,5,FAGR,0,6.1
Crawford Notch State Park,NA,B,2,5,FAGR,0,6.4
Crawford Notch State Park,NA,B,2,5,FAGR,0,3.9
Crawford Notch State Park,NA,B,2,5,FAGR,0,4.5
Crawford Notch State Park,NA,B,2,5,FAGR,0,3.7
Crawford Notch State Park,NA,B,2,5,FAGR,0,5.5
Crawford Notch State Park,NA,B,2,5,FAGR,0,9.5
Crawford Notch State Park,NA,B,2,5,FAGR,0,12
Crawford Notch State Park,NA,B,2,5,FAGR,0,6.9
Crawford Notch State Park,NA,B,2,5,FAGR,0,8.4
Crawford Notch State Park,NA,B,3,15,QURU,0,31.9
Crawford Notch State Park,NA,B,3,15,FAGR,0,2.4
Crawford Notch State Park,NA,B,3,15,ACSA,0,16
Crawford Notch State Park,NA,B,3,15,ACSA,0,8.5
Crawford Notch State Park,NA,B,3,15,ACSA,0,10.3
Crawford Notch State Park,NA,B,3,15,ACSA,0,12.2
Crawford Notch State Park,NA,B,3,15,FAGR,0,2.8
Crawford Notch State Park,NA,B,3,15,FAGR,0,3.2
Crawford Notch State Park,NA,B,3,15,ACSA,0,16.1
Crawford Notch State Park,NA,B,3,15,FAGR,0,2.5
Crawford Notch State Park,NA,B,3,15,FAGR,0,2.3
Crawford Notch State Park,NA,B,3,15,ACSA,0,13
Crawford Notch State Park,NA,B,3,25,FAGR,0,2.7
Crawford Notch State Park,NA,B,3,25,FAGR,0,9.7
Crawford Notch State Park,NA,B,3,25,FAGR,0,14.1
Crawford Notch State Park,NA,B,3,25,FAGR,0,6.5
Crawford Notch State Park,NA,B,3,25,FAGR,0,6.4
Crawford Notch State Park,NA,B,3,25,FAGR,0,9.3
Crawford Notch State Park,NA,B,3,25,FAGR,0,6.5
Crawford Notch State Park,NA,B,3,25,QURU,1,37.1
Crawford Notch State Park,NA,B,3,25,QURU,1,44.3
Crawford Notch State Park,NA,B,3,35,QURU,1,81.4
Crawford Notch State Park,NA,B,3,35,FAGR,0,8.9
Crawford Notch State Park,NA,B,3,35,FAGR,0,24.5
Crawford Notch State Park,NA,B,3,35,FAGR,0,3.7
Crawford Notch State Park,NA,B,3,35,FAGR,0,5
Crawford Notch State Park,NA,B,3,35,ACPE,0,3.3
Crawford Notch State Park,NA,B,3,35,FAGR,1,3.8
Crawford Notch State Park,NA,B,3,35,ACSA,0,15.4
Crawford Notch State Park,NA,B,3,35,FAGR,0,12.6
Crawford Notch State Park,NA,B,3,35,FAGR,0,13.6
Crawford Notch State Park,NA,B,3,35,ACSA,0,7
Crawford Notch State Park,NA,B,3,35,QURU,1,46.4
Crawford Notch State Park,NA,B,3,35,FAGR,0,2
Crawford Notch State Park,NA,B,3,45,FAGR,0,10.5
Crawford Notch State Park,NA,B,3,45,FAGR,0,3.1
Crawford Notch State Park,NA,B,3,45,ACSA,0,14.3
Crawford Notch State Park,NA,B,3,45,ACSA,0,9.5
Crawford Notch State Park,NA,B,3,45,FAGR,0,2.3
Crawford Notch State Park,NA,B,3,45,FAGR,0,2.2
Crawford Notch State Park,NA,B,3,45,FAGR,0,8.5
Crawford Notch State Park,NA,B,3,45,FAGR,0,4.4
Crawford Notch State Park,NA,B,3,45,FAGR,0,2.7
Crawford Notch State Park,NA,B,3,45,QURU,1,60.7
Crawford Notch State Park,NA,B,3,45,QURU,1,34.3
Crawford Notch State Park,NA,B,3,45,ACSA,0,17
Crawford Notch State Park,NA,B,3,45,ACSA,0,13.4
Crawford Notch State Park,NA,B,3,45,FAGR,0,2.6
Crawford Notch State Park,NA,B,3,45,FAGR,0,2.3
Crawford Notch State Park,NA,B,3,45,FAGR,0,7.6
Crawford Notch State Park,NA,B,3,45,FAGR,0,7.4
Crawford Notch State Park,NA,B,3,45,QURU,1,32.4
Crawford Notch State Park,NA,B,3,5,FAGR,0,8.4
Crawford Notch State Park,NA,B,3,5,FAGR,0,14.9
Crawford Notch State Park,NA,B,3,5,QURU,0,34.9
Crawford Notch State Park,NA,B,3,5,FAGR,0,4.4
Crawford Notch State Park,NA,B,3,5,FAGR,0,9.8
Crawford Notch State Park,NA,B,3,5,FAGR,0,3.5
Crawford Notch State Park,NA,B,3,5,ACSA,0,16.5
Crawford Notch State Park,NA,B,3,5,TSCA,0,4
Crawford Notch State Park,NA,B,3,5,QURU,0,47.1
Crawford Notch State Park,NA,B,3,5,FAGR,0,3.5
Crawford Notch State Park,NA,B,3,5,FAGR,0,7.3
Crawford Notch State Park,NA,B,3,5,FAGR,0,9.2
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.8
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.9
Crawford Notch State Park,NA,B,3,55,FAGR,0,3.4
Crawford Notch State Park,NA,B,3,55,FAGR,0,3.3
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.4
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.3
Crawford Notch State Park,NA,B,3,55,FAGR,0,3
Crawford Notch State Park,NA,B,3,55,FAGR,0,5.2
Crawford Notch State Park,NA,B,3,55,ACSA,0,6.8
Crawford Notch State Park,NA,B,3,55,ACSA,1,11
Crawford Notch State Park,NA,B,3,55,ACPE,0,3.8
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.5
Crawford Notch State Park,NA,B,3,55,FAGR,0,4.5
Crawford Notch State Park,NA,B,3,55,FAGR,0,4
Crawford Notch State Park,NA,B,3,55,ACSA,0,22.6
Crawford Notch State Park,NA,B,3,55,FAGR,0,5.4
Crawford Notch State Park,NA,B,3,55,FAGR,0,2.1
Crawford Notch State Park,NA,B,3,55,FAGR,0,4.5
Crawford Notch State Park,NA,B,3,55,FAGR,1,13.7
Crawford Notch State Park,NA,B,3,55,FAGR,1,5.8
Crawford Notch State Park,NA,B,3,55,FAGR,1,26.5
Crawford Notch State Park,NA,B,3,55,FAGR,0,4.3
Crawford Notch State Park,NA,B,3,65,FAGR,0,7
Crawford Notch State Park,NA,B,3,65,FAGR,0,5
Crawford Notch State Park,NA,B,3,65,FAGR,0,3.5
Crawford Notch State Park,NA,B,3,65,FAGR,0,5.3
Crawford Notch State Park,NA,B,3,65,FAGR,0,3.3
Crawford Notch State Park,NA,B,3,65,ACSA,0,14.2
Crawford Notch State Park,NA,B,3,65,ACSA,0,7
Crawford Notch State Park,NA,B,3,65,QURU,1,51.2
Crawford Notch State Park,NA,B,3,65,QURU,1,10
Crawford Notch State Park,NA,B,3,65,FAGR,0,6
Crawford Notch State Park,NA,B,3,65,ACSA,1,25.5
Crawford Notch State Park,NA,B,3,65,FAGR,0,3.5
Crawford Notch State Park,NA,B,3,65,FAGR,0,4.4
Crawford Notch State Park,NA,B,3,65,FAGR,0,5.1
Crawford Notch State Park,NA,B,3,65,FAGR,0,2.2
Crawford Notch State Park,NA,B,3,65,FAGR,0,2
Crawford Notch State Park,NA,B,3,65,FAGR,0,4.7
Crawford Notch State Park,NA,B,3,65,FAGR,0,9
Crawford Notch State Park,NA,B,3,65,FAGR,0,7.4
Crawford Notch State Park,NA,B,3,65,FAGR,0,11.8
Crawford Notch State Park,NA,B,3,65,FAGR,0,5
Crawford Notch State Park,NA,B,3,65,FAGR,0,4
Crawford Notch State Park,NA,B,3,65,FAGR,0,13.5
Crawford Notch State Park,NA,B,3,65,FAGR,0,2.3
Crawford Notch State Park,NA,B,3,75,FAGR,0,6.7
Crawford Notch State Park,NA,B,3,75,FAGR,0,19.1
Crawford Notch State Park,NA,B,3,75,FAGR,0,5.7
Crawford Notch State Park,NA,B,3,75,BEAL,0,8.4
Crawford Notch State Park,NA,B,3,75,FAGR,0,5.6
Crawford Notch State Park,NA,B,3,75,FAGR,0,16.8
Crawford Notch State Park,NA,B,3,75,ACSA,1,39.2
Crawford Notch State Park,NA,B,3,75,FAGR,0,4
Crawford Notch State Park,NA,B,3,75,FAGR,0,4.5
Crawford Notch State Park,NA,B,3,75,ACSA,0,7.9
Crawford Notch State Park,NA,B,3,75,FAGR,0,9.8
Crawford Notch State Park,NA,B,3,75,FAGR,0,3.3
Crawford Notch State Park,NA,B,3,75,FAGR,0,4.5
Crawford Notch State Park,NA,B,3,75,FAGR,0,9.1
Crawford Notch State Park,NA,B,3,75,FAGR,0,12.5
Crawford Notch State Park,NA,B,4,15,ACSA,0,10.5
Crawford Notch State Park,NA,B,4,15,ACPE,0,4.7
Crawford Notch State Park,NA,B,4,15,FAGR,0,2
Crawford Notch State Park,NA,B,4,15,ACSA,0,15
Crawford Notch State Park,NA,B,4,15,ACPE,0,5.6
Crawford Notch State Park,NA,B,4,15,ACPE,0,4
Crawford Notch State Park,NA,B,4,15,FAGR,0,7.5
Crawford Notch State Park,NA,B,4,15,FAGR,0,10.4
Crawford Notch State Park,NA,B,4,15,FAGR,0,5.3
Crawford Notch State Park,NA,B,4,15,FAGR,0,6
Crawford Notch State Park,NA,B,4,15,FAGR,0,12
Crawford Notch State Park,NA,B,4,15,FAGR,0,30
Crawford Notch State Park,NA,B,4,15,FAGR,0,5.1
Crawford Notch State Park,NA,B,4,15,FAGR,0,8.8
Crawford Notch State Park,NA,B,4,15,ACPE,0,2.9
Crawford Notch State Park,NA,B,4,15,ACSA,0,13
Crawford Notch State Park,NA,B,4,15,ACRU,0,9.1
Crawford Notch State Park,NA,B,4,15,FAGR,0,2.1
Crawford Notch State Park,NA,B,4,25,FAGR,0,11
Crawford Notch State Park,NA,B,4,25,FAGR,0,7.8
Crawford Notch State Park,NA,B,4,25,ACSA,0,9.7
Crawford Notch State Park,NA,B,4,25,FAGR,0,5.4
Crawford Notch State Park,NA,B,4,25,FAGR,0,18.1
Crawford Notch State Park,NA,B,4,25,ACSA,0,12.3
Crawford Notch State Park,NA,B,4,25,FAGR,0,6
Crawford Notch State Park,NA,B,4,25,ACSA,0,4.5
Crawford Notch State Park,NA,B,4,25,FAGR,0,11.2
Crawford Notch State Park,NA,B,4,25,QURU,0,22.7
Crawford Notch State Park,NA,B,4,25,FAGR,0,6.2
Crawford Notch State Park,NA,B,4,25,FAGR,0,25.1
Crawford Notch State Park,NA,B,4,25,FAGR,0,3.8
Crawford Notch State Park,NA,B,4,25,FAGR,0,24.6
Crawford Notch State Park,NA,B,4,25,FAGR,0,11.3
Crawford Notch State Park,NA,B,4,35,ACSA,0,12.2
Crawford Notch State Park,NA,B,4,35,ACSA,0,17.7
Crawford Notch State Park,NA,B,4,35,FAGR,0,5
Crawford Notch State Park,NA,B,4,35,FAGR,0,3.2
Crawford Notch State Park,NA,B,4,35,FAGR,0,12.2
Crawford Notch State Park,NA,B,4,35,FAGR,0,10.5
Crawford Notch State Park,NA,B,4,35,FAGR,0,16.7
Crawford Notch State Park,NA,B,4,35,FAGR,0,2.3
Crawford Notch State Park,NA,B,4,35,FAGR,0,2.9
Crawford Notch State Park,NA,B,4,35,FAGR,0,2.8
Crawford Notch State Park,NA,B,4,35,FAGR,0,8
Crawford Notch State Park,NA,B,4,35,FAGR,0,3
Crawford Notch State Park,NA,B,4,35,FAGR,0,4.8
Crawford Notch State Park,NA,B,4,45,QURU,0,47.8
Crawford Notch State Park,NA,B,4,45,QURU,0,35.1
Crawford Notch State Park,NA,B,4,45,FAGR,0,9.1
Crawford Notch State Park,NA,B,4,45,ACSA,0,12.5
Crawford Notch State Park,NA,B,4,45,FAGR,0,2.1
Crawford Notch State Park,NA,B,4,45,FAGR,0,6.6
Crawford Notch State Park,NA,B,4,45,FAGR,0,17.8
Crawford Notch State Park,NA,B,4,45,FAGR,0,21.8
Crawford Notch State Park,NA,B,4,45,FAGR,0,6.2
Crawford Notch State Park,NA,B,4,45,FAGR,0,3.3
Crawford Notch State Park,NA,B,4,45,ACSA,0,12.8
Crawford Notch State Park,NA,B,4,45,FAGR,0,2.8
Crawford Notch State Park,NA,B,4,5,BEAL,0,19.9
Crawford Notch State Park,NA,B,4,5,BEAL,1,17.4
Crawford Notch State Park,NA,B,4,5,FAGR,0,3.5
Crawford Notch State Park,NA,B,4,5,FAGR,1,20.4
Crawford Notch State Park,NA,B,4,5,FAGR,0,22
Crawford Notch State Park,NA,B,4,5,QURU,1,39.8
Crawford Notch State Park,NA,B,4,5,FAGR,0,4.7
Crawford Notch State Park,NA,B,4,5,ACSA,0,5.3
Crawford Notch State Park,NA,B,4,5,QURU,1,45
Crawford Notch State Park,NA,B,4,55,FAGR,0,19.2
Crawford Notch State Park,NA,B,4,55,ACPE,0,2.6
Crawford Notch State Park,NA,B,4,55,ACSA,0,24.7
Crawford Notch State Park,NA,B,4,55,FAGR,0,3
Crawford Notch State Park,NA,B,4,55,QURU,1,56.9
Crawford Notch State Park,NA,B,4,55,ACSA,0,3.7
Crawford Notch State Park,NA,B,4,55,FAGR,0,7.1
Crawford Notch State Park,NA,B,4,55,FAGR,0,3.5
Crawford Notch State Park,NA,B,4,55,FAGR,0,5.4
Crawford Notch State Park,NA,B,4,55,FAGR,0,11
Crawford Notch State Park,NA,B,4,55,FAGR,0,4.4
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.5
Crawford Notch State Park,NA,B,4,65,FAGR,0,17.1
Crawford Notch State Park,NA,B,4,65,FAGR,0,10.2
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.3
Crawford Notch State Park,NA,B,4,65,FAGR,0,2.3
Crawford Notch State Park,NA,B,4,65,FAGR,0,16.5
Crawford Notch State Park,NA,B,4,65,FAGR,0,16.9
Crawford Notch State Park,NA,B,4,65,FAGR,0,3
Crawford Notch State Park,NA,B,4,65,FAGR,0,18
Crawford Notch State Park,NA,B,4,65,FAGR,0,6.6
Crawford Notch State Park,NA,B,4,65,FAGR,0,4.8
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.4
Crawford Notch State Park,NA,B,4,65,FAGR,0,5.5
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.2
Crawford Notch State Park,NA,B,4,65,FAGR,0,24.4
Crawford Notch State Park,NA,B,4,65,FAGR,0,5.4
Crawford Notch State Park,NA,B,4,65,FAGR,0,10.3
Crawford Notch State Park,NA,B,4,65,FAGR,0,2.9
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.1
Crawford Notch State Park,NA,B,4,65,FAGR,0,3.1
Crawford Notch State Park,NA,B,4,75,QURU,1,46
Crawford Notch State Park,NA,B,4,75,QURU,1,29.8
Crawford Notch State Park,NA,B,4,75,FAGR,0,5.9
Crawford Notch State Park,NA,B,4,75,QURU,1,48.4
Crawford Notch State Park,NA,B,4,75,QURU,1,20.8
Crawford Notch State Park,NA,B,4,75,QURU,1,43.7
Crawford Notch State Park,NA,B,4,75,FAGR,0,2.3
Crawford Notch State Park,NA,B,4,75,FAGR,0,4.2
Crawford Notch State Park,NA,B,4,75,FAGR,0,3.3
Crawford Notch State Park,NA,B,4,75,ACSA,0,2.4
Crawford Notch State Park,NA,B,4,75,FAGR,0,4.5
Crawford Notch State Park,NA,B,4,75,ACSA,0,3.6
Crawford Notch State Park,NA,B,4,75,FAGR,0,12.6
Crawford Notch State Park,NA,B,4,75,QURU,1,27.4
Crawford Notch State Park,NA,B,4,75,FAGR,0,12
Crawford Notch State Park,NA,B,4,75,FAGR,0,4.9
Crawford Notch State Park,NA,B,4,85,QURU,1,43.2
Crawford Notch State Park,NA,B,4,85,ACSA,0,10
Crawford Notch State Park,NA,B,4,85,QURU,1,56.9
Crawford Notch State Park,NA,B,4,85,QURU,1,30.4
Crawford Notch State Park,NA,B,4,85,FAGR,0,4.7
Crawford Notch State Park,NA,B,4,95,ACSA,0,11.5
Crawford Notch State Park,NA,B,4,95,ACPE,0,4.1
Crawford Notch State Park,NA,B,4,95,ACPE,0,3.3
Crawford Notch State Park,NA,B,4,95,ACPE,0,10.8
Crawford Notch State Park,NA,B,4,95,QURU,1,45.7
Crawford Notch State Park,NA,B,4,95,ACPE,0,6.7
Crawford Notch State Park,NA,B,4,95,ACPE,0,6.9
Crawford Notch State Park,NA,B,4,95,ACSA,0,11
Crawford Notch State Park,NA,C,1,15,FAGR,1,3.5
Crawford Notch State Park,NA,C,1,15,FAGR,1,6.7
Crawford Notch State Park,NA,C,1,15,FAGR,1,10
Crawford Notch State Park,NA,C,1,15,FAGR,1,2.4
Crawford Notch State Park,NA,C,1,15,FAGR,1,4.3
Crawford Notch State Park,NA,C,1,15,FAGR,1,22.4
Crawford Notch State Park,NA,C,1,15,FAGR,1,3.1
Crawford Notch State Park,NA,C,1,15,FAGR,1,3.6
Crawford Notch State Park,NA,C,1,25,FAGR,1,4.5
Crawford Notch State Park,NA,C,1,25,FAGR,1,13.8
Crawford Notch State Park,NA,C,1,25,FAGR,1,9.4
Crawford Notch State Park,NA,C,1,25,FAGR,1,4
Crawford Notch State Park,NA,C,1,25,FAGR,1,7.7
Crawford Notch State Park,NA,C,1,25,ACSA,1,17
Crawford Notch State Park,NA,C,1,25,ACSA,1,25.8
Crawford Notch State Park,NA,C,1,25,BEAL,1,30.5
Crawford Notch State Park,NA,C,1,25,FAGR,1,3
Crawford Notch State Park,NA,C,1,35,FAGR,1,4.2
Crawford Notch State Park,NA,C,1,35,FAGR,1,13.1
Crawford Notch State Park,NA,C,1,35,FAGR,1,6.3
Crawford Notch State Park,NA,C,1,35,FAGR,1,4.7
Crawford Notch State Park,NA,C,1,35,ACSA,1,37.7
Crawford Notch State Park,NA,C,1,35,FAGR,1,8.9
Crawford Notch State Park,NA,C,1,45,FAGR,1,3.5
Crawford Notch State Park,NA,C,1,45,FAGR,1,3.1
Crawford Notch State Park,NA,C,1,45,FAGR,1,4.4
Crawford Notch State Park,NA,C,1,45,ACSA,1,7.8
Crawford Notch State Park,NA,C,1,45,FAGR,1,2.8
Crawford Notch State Park,NA,C,1,45,FAGR,1,29.5
Crawford Notch State Park,NA,C,1,45,FAGR,1,2
Crawford Notch State Park,NA,C,1,45,FAGR,1,3.2
Crawford Notch State Park,NA,C,1,45,FAGR,1,3
Crawford Notch State Park,NA,C,1,45,FAGR,1,2
Crawford Notch State Park,NA,C,1,45,FAGR,1,2.6
Crawford Notch State Park,NA,C,1,5,FAGR,1,8.5
Crawford Notch State Park,NA,C,1,5,FAGR,1,4.7
Crawford Notch State Park,NA,C,1,5,FAGR,1,5.2
Crawford Notch State Park,NA,C,1,5,BEAL,1,41
Crawford Notch State Park,NA,C,1,5,FAGR,1,4.5
Crawford Notch State Park,NA,C,1,5,FAGR,1,4
Crawford Notch State Park,NA,C,1,5,FAGR,1,13.2
Crawford Notch State Park,NA,C,1,5,FAGR,1,14
Crawford Notch State Park,NA,C,1,5,FAGR,1,7.1
Crawford Notch State Park,NA,C,1,5,FAGR,1,6.1
Crawford Notch State Park,NA,C,1,55,FAGR,1,2.8
Crawford Notch State Park,NA,C,1,55,FAGR,1,3.7
Crawford Notch State Park,NA,C,1,55,FAGR,1,27.5
Crawford Notch State Park,NA,C,1,55,FAGR,1,6.7
Crawford Notch State Park,NA,C,1,55,FAGR,1,8.2
Crawford Notch State Park,NA,C,1,65,FAGR,1,4.7
Crawford Notch State Park,NA,C,1,65,FRAM,1,46.9
Crawford Notch State Park,NA,C,1,65,ACSA,1,7.5
Crawford Notch State Park,NA,C,1,65,FAGR,1,7.5
Crawford Notch State Park,NA,C,1,65,FAGR,1,4.7
Crawford Notch State Park,NA,C,1,65,ACSA,1,6.8
Crawford Notch State Park,NA,C,1,65,ACSA,1,9.1
Crawford Notch State Park,NA,C,1,75,FAGR,1,33.8
Crawford Notch State Park,NA,C,1,75,FAGR,1,7.6
Crawford Notch State Park,NA,C,1,75,FRAM,1,40.3
Crawford Notch State Park,NA,C,1,75,QURU,1,34.3
Crawford Notch State Park,NA,C,1,75,FAGR,1,8.5
Crawford Notch State Park,NA,C,1,75,ACSA,1,44.3
Crawford Notch State Park,NA,C,1,75,FAGR,1,4.4
Crawford Notch State Park,NA,C,1,75,FAGR,1,2.6
Crawford Notch State Park,NA,C,1,75,FAGR,1,2.9
Crawford Notch State Park,NA,C,1,75,FAGR,1,6
Crawford Notch State Park,NA,C,1,75,FAGR,1,2.2
Crawford Notch State Park,NA,C,1,75,FAGR,1,12.3
Crawford Notch State Park,NA,C,1,85,FAGR,1,17.1
Crawford Notch State Park,NA,C,1,85,ACSA,1,23.5
Crawford Notch State Park,NA,C,1,85,FAGR,1,12.4
Crawford Notch State Park,NA,C,1,85,FAGR,1,2
Crawford Notch State Park,NA,C,1,85,FRAM,1,45.7
Crawford Notch State Park,NA,C,1,85,ACSA,1,13
Crawford Notch State Park,NA,C,1,85,FAGR,1,10.3
Crawford Notch State Park,NA,C,1,85,ACSA,1,14.5
Crawford Notch State Park,NA,C,1,95,FAGR,1,16.6
Crawford Notch State Park,NA,C,1,95,ACSA,1,18.7
Crawford Notch State Park,NA,C,1,95,ACSA,1,10.5
Crawford Notch State Park,NA,C,1,95,ACSA,1,4.9
Crawford Notch State Park,NA,C,1,95,FAGR,1,7.6
Crawford Notch State Park,NA,C,1,95,ACSA,1,10.3
Crawford Notch State Park,NA,C,1,95,ACSA,1,6.6
Crawford Notch State Park,NA,C,1,95,ACSA,1,3
Crawford Notch State Park,NA,C,1,95,ACSA,1,10.4
Crawford Notch State Park,NA,C,1,95,ACSA,1,3.8
Crawford Notch State Park,NA,C,1,95,ACSA,1,5.5
Crawford Notch State Park,NA,C,1,95,FRAM,1,50.4
Crawford Notch State Park,NA,C,1,95,ACSA,1,28.2
Crawford Notch State Park,NA,C,2,15,FAGR,1,2.9
Crawford Notch State Park,NA,C,2,15,ACSA,1,27
Crawford Notch State Park,NA,C,2,15,FAGR,1,5.5
Crawford Notch State Park,NA,C,2,15,ACSA,1,10
Crawford Notch State Park,NA,C,2,15,FAGR,1,12.9
Crawford Notch State Park,NA,C,2,15,ACSA,1,27.7
Crawford Notch State Park,NA,C,2,15,FAGR,1,15.5
Crawford Notch State Park,NA,C,2,15,ACSA,1,29
Crawford Notch State Park,NA,C,2,15,FAGR,1,5.4
Crawford Notch State Park,NA,C,2,15,FAGR,0,7.8
Crawford Notch State Park,NA,C,2,15,FAGR,1,3.8
Crawford Notch State Park,NA,C,2,25,FRAM,0,29.4
Crawford Notch State Park,NA,C,2,25,FAGR,1,3.3
Crawford Notch State Park,NA,C,2,25,FAGR,1,3.3
Crawford Notch State Park,NA,C,2,25,FAGR,1,19.8
Crawford Notch State Park,NA,C,2,25,FAGR,1,4.5
Crawford Notch State Park,NA,C,2,25,QURU,1,69.8
Crawford Notch State Park,NA,C,2,25,QURU,1,57.8
Crawford Notch State Park,NA,C,2,25,FAGR,1,8.5
Crawford Notch State Park,NA,C,2,25,FAGR,0,2.9
Crawford Notch State Park,NA,C,2,25,FAGR,1,2.9
Crawford Notch State Park,NA,C,2,25,FAGR,1,3.6
Crawford Notch State Park,NA,C,2,25,FAGR,1,20.8
Crawford Notch State Park,NA,C,2,25,FAGR,1,4.8
Crawford Notch State Park,NA,C,2,35,FAGR,1,4.9
Crawford Notch State Park,NA,C,2,35,FAGR,1,10.1
Crawford Notch State Park,NA,C,2,35,FAGR,0,6.6
Crawford Notch State Park,NA,C,2,35,FAGR,1,12.3
Crawford Notch State Park,NA,C,2,35,FAGR,1,5.2
Crawford Notch State Park,NA,C,2,35,FAGR,1,37.4
Crawford Notch State Park,NA,C,2,35,FAGR,1,8.9
Crawford Notch State Park,NA,C,2,35,FAGR,0,9.7
Crawford Notch State Park,NA,C,2,35,ACSA,0,7
Crawford Notch State Park,NA,C,2,35,QURU,1,49.3
Crawford Notch State Park,NA,C,2,35,QURU,1,47.3
Crawford Notch State Park,NA,C,2,45,QURU,1,39.2
Crawford Notch State Park,NA,C,2,45,OSVI,1,3.3
Crawford Notch State Park,NA,C,2,45,ACSA,1,27.7
Crawford Notch State Park,NA,C,2,45,ACSA,1,37
Crawford Notch State Park,NA,C,2,45,FAGR,1,4.2
Crawford Notch State Park,NA,C,2,45,FAGR,1,17.6
Crawford Notch State Park,NA,C,2,45,FAGR,1,2.6
Crawford Notch State Park,NA,C,2,45,FAGR,1,19.7
Crawford Notch State Park,NA,C,2,45,QURU,1,55.2
Crawford Notch State Park,NA,C,2,5,FAGR,1,2.8
Crawford Notch State Park,NA,C,2,5,ACSA,1,9.5
Crawford Notch State Park,NA,C,2,5,FAGR,1,4.1
Crawford Notch State Park,NA,C,2,5,FAGR,1,5.2
Crawford Notch State Park,NA,C,2,5,ACSA,1,10
Crawford Notch State Park,NA,C,2,5,FAGR,1,5.8
Crawford Notch State Park,NA,C,2,55,ACSA,1,13.8
Crawford Notch State Park,NA,C,2,55,OSVI,1,7.3
Crawford Notch State Park,NA,C,2,55,ACPE,1,2.6
Crawford Notch State Park,NA,C,2,55,FAGR,1,3.2
Crawford Notch State Park,NA,C,2,55,FAGR,1,28
Crawford Notch State Park,NA,C,2,55,FAGR,1,15
Crawford Notch State Park,NA,C,2,55,FAGR,1,3.9
Crawford Notch State Park,NA,C,2,55,FAGR,1,2.2
Crawford Notch State Park,NA,C,2,55,FAGR,1,9.1
Crawford Notch State Park,NA,C,2,55,FAGR,1,7.7
Crawford Notch State Park,NA,C,2,55,FAGR,1,29.9
